ID,FLAGBINARY,PHONE,MSTAT,RSTAT,KIDS,CARDI,CARDH2,AGE,TAD,BUREAU,SEARCH,phone1,PhoneWoe,MSgrouped,Married1,Married2,MSwoe,AgeBinned,AgeGrouped,Age_d_1,Age_d_2,Age_d_3,Age_d_4,Age_d_5,Age_d_6,Age_d_7,Age_d_8,AgeWoe,PRE_1,PRE_2,PRE_3
1,0,1,2,3,0,0,0,65,101,0,0,1,.08,2,0,1,-.5,10,10,0,0,0,0,0,0,0,1,1.13,.935225016919551,.94595376791692,.94595376791692
2,1,1,2,3,0,0,0,22,26,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
3,0,0,1,2,3,0,0,41,19,0,0,0,-.79,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.779727198512969,.779727198512969
5,0,0,4,1,6,0,0,40,237,0,0,0,-.79,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.779727198512969,.779727198512969
6,1,1,1,3,0,0,0,70,5,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
7,0,1,1,3,3,0,0,35,196,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
9,1,1,4,3,0,0,0,63,50,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
10,0,1,3,1,0,0,0,47,54,1,1,1,.08,3,0,0,-.06,9,8,0,0,0,0,0,0,1,0,.64,.88041444171604,.892828673296522,.892828673296522
13,1,1,3,3,3,0,0,35,153,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.833541014172165,.846668360254363,.846668360254363
14,0,1,1,3,2,0,0,33,49,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.91348688598486,.918882040210863,.918882040210863
16,1,1,4,3,2,0,0,31,40,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
17,1,1,1,3,1,0,1,46,256,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
20,1,1,2,3,0,1,0,26,1,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
21,1,1,1,1,0,0,0,66,184,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
23,1,1,2,3,0,0,0,35,204,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.859135408570823,.872773947519358,.872773947519358
25,1,0,1,3,2,0,0,26,96,0,0,0,-.79,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.841580861924015,.693175612923893,.693175612923893
26,1,1,3,3,2,0,0,38,185,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.833541014172165,.846668360254363,.846668360254363
28,0,1,2,5,0,0,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
29,0,1,1,3,2,0,0,41,10,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
30,1,1,1,3,5,1,0,36,75,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
31,1,1,3,2,1,0,0,26,2,0,0,1,.08,3,0,0,-.06,3,3,0,0,1,0,0,0,0,0,-.28,.761134181761634,.778963511417973,.778963511417973
32,1,1,1,3,2,0,0,31,52,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
33,1,1,2,3,0,0,0,27,6,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
34,1,1,1,2,2,0,0,49,0,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
37,1,1,4,3,0,0,0,69,15,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
38,1,1,5,1,0,0,0,44,28,0,0,1,.08,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.88041444171604,.892828673296522,.892828673296522
39,1,1,4,1,0,0,0,69,292,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
40,1,1,1,3,1,0,0,37,4,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
41,1,1,1,3,0,0,0,45,244,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
42,1,1,2,5,0,0,0,21,36,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
44,1,1,1,3,0,0,0,25,3,0,0,1,.08,1,1,0,.47,2,2,0,1,0,0,0,0,0,0,-.69,.786667677574701,.794788973523434,.794788973523434
45,1,1,1,3,0,1,0,49,16,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
47,1,1,2,3,0,0,0,34,0,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.885242092656931,.89811638334343,.89811638334343
48,1,1,2,3,0,0,0,27,45,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
49,0,1,1,3,0,0,0,52,352,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
50,1,1,1,2,0,1,0,25,64,0,0,1,.08,1,1,0,.47,2,2,0,1,0,0,0,0,0,0,-.69,.786667677574701,.794788973523434,.794788973523434
52,1,1,2,3,0,0,0,50,12,0,0,1,.08,2,0,1,-.5,9,8,0,0,0,0,0,0,1,0,.64,.899669177900751,.91189304171482,.91189304171482
53,1,1,1,1,0,0,0,61,364,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
54,1,1,1,3,1,0,0,24,42,0,0,1,.08,1,1,0,.47,2,2,0,1,0,0,0,0,0,0,-.69,.786667677574701,.794788973523434,.794788973523434
55,0,1,2,5,1,0,0,24,72,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
56,0,1,2,5,0,0,0,24,72,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
57,1,1,1,3,0,0,0,32,115,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.91348688598486,.918882040210863,.918882040210863
58,1,0,1,3,1,0,0,36,28,0,0,0,-.79,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.779727198512969,.779727198512969
59,1,0,1,3,0,0,0,47,268,0,0,0,-.79,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.842286135947117,.842286135947117
61,1,1,2,3,0,1,0,29,46,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.851356444395862,.851356444395862
62,1,1,3,3,0,0,0,50,220,0,0,1,.08,3,0,0,-.06,9,8,0,0,0,0,0,0,1,0,.64,.88041444171604,.892828673296522,.892828673296522
65,1,1,2,5,0,0,0,27,108,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
66,1,1,1,1,0,0,0,68,292,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
67,1,1,2,3,0,0,0,26,65,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
68,1,1,1,3,0,0,0,52,12,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
69,0,1,2,3,0,0,0,28,40,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
70,0,1,1,1,2,0,0,35,136,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
71,1,1,1,3,0,1,1,64,112,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
72,1,1,1,3,2,0,0,30,144,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
73,1,1,3,3,0,0,0,59,214,0,0,1,.08,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.922203838855408,.933723727243627,.933723727243627
75,1,1,1,1,1,0,0,31,52,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
76,1,1,1,3,1,0,0,49,176,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
77,1,1,1,3,0,0,0,67,293,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
78,0,1,2,2,0,0,0,20,16,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
79,1,1,2,3,0,0,0,34,23,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.885242092656931,.89811638334343,.89811638334343
80,1,1,3,3,0,0,0,35,25,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.833541014172165,.846668360254363,.846668360254363
81,1,1,1,1,1,0,0,29,38,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
83,1,1,1,3,1,0,0,48,11,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
84,1,1,1,1,0,1,0,41,244,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
85,1,1,1,3,1,1,0,49,18,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
86,1,1,1,3,1,0,0,47,7,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
87,1,1,2,3,0,0,0,24,12,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
89,1,1,1,3,0,0,0,32,27,1,1,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.91348688598486,.918882040210863,.918882040210863
92,1,1,1,3,0,0,0,29,40,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
93,0,1,2,3,0,0,0,40,26,0,0,1,.08,2,0,1,-.5,7,6,0,0,0,0,0,1,0,0,.23,.859135408570823,.872773947519358,.872773947519358
94,1,1,2,3,0,0,0,36,25,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.859135408570823,.872773947519358,.872773947519358
95,1,1,1,1,2,0,0,43,64,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
96,1,1,2,2,0,0,0,35,21,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.859135408570823,.872773947519358,.872773947519358
97,0,1,2,3,1,0,0,30,1,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.851356444395862,.851356444395862
101,1,1,2,5,0,0,0,29,132,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.851356444395862,.851356444395862
102,1,1,2,3,0,1,0,21,36,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
103,1,1,1,1,0,0,0,31,88,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
104,1,1,3,3,0,0,0,41,129,0,0,1,.08,3,0,0,-.06,7,6,0,0,0,0,0,1,0,0,.23,.833541014172165,.846668360254363,.846668360254363
105,1,1,1,1,0,0,0,51,396,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
106,0,1,1,3,3,0,0,30,2,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
109,0,1,2,5,0,0,0,26,96,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
114,1,1,1,2,0,0,0,50,4,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
115,1,1,2,5,0,0,0,27,108,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
117,1,0,2,3,0,0,0,31,64,0,0,0,-.79,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.696959540085349,.696959540085349
118,1,1,1,1,1,0,0,42,101,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
119,1,1,2,3,0,1,0,23,2,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
120,1,1,1,3,3,0,0,38,1,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
123,1,1,1,3,2,0,0,27,40,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.841580861924015,.849082943767813,.849082943767813
125,1,1,1,1,1,0,0,37,228,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
126,1,1,1,3,2,0,0,46,40,1,1,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
127,1,1,1,3,0,0,0,46,33,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
128,1,1,1,3,2,0,0,26,15,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.841580861924015,.849082943767813,.849082943767813
129,1,1,1,3,2,0,0,29,34,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
131,0,1,2,3,0,0,0,32,28,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.885242092656931,.89811638334343,.89811638334343
132,1,1,2,2,0,0,0,29,132,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.851356444395862,.851356444395862
133,1,1,1,2,2,0,0,37,4,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
134,1,1,1,3,2,0,0,38,28,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
135,1,1,1,2,1,0,0,45,17,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
137,1,1,2,3,1,0,0,33,27,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.885242092656931,.89811638334343,.89811638334343
138,1,1,1,2,0,1,1,57,149,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
139,0,1,2,3,0,0,0,22,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
142,1,1,2,3,0,0,0,28,120,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
143,0,1,2,3,2,0,0,26,40,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
145,1,1,2,3,0,0,0,29,4,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.851356444395862,.851356444395862
147,1,1,1,1,2,0,0,34,89,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.91348688598486,.918882040210863,.918882040210863
149,1,2,2,3,0,0,0,21,5,0,0,0,-.79,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.486418720687855,.486418720687855
150,1,1,1,3,0,0,0,45,285,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
151,1,1,1,2,1,0,0,43,76,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
152,1,1,2,5,0,0,0,23,60,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
153,0,1,2,5,0,0,0,23,60,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
154,1,1,3,3,1,0,0,43,38,0,0,1,.08,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.88041444171604,.892828673296522,.892828673296522
156,1,1,1,3,0,0,0,49,112,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
157,1,1,1,3,2,0,0,29,20,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
158,1,1,1,3,0,0,0,28,9,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.841580861924015,.849082943767813,.849082943767813
159,0,1,1,3,3,1,0,40,3,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
160,1,1,1,2,1,0,0,30,28,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
161,0,1,2,3,0,0,0,21,4,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
166,1,1,2,3,0,0,0,25,9,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
167,0,1,3,3,0,0,0,70,4,0,0,1,.08,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.922203838855408,.933723727243627,.933723727243627
168,1,1,1,2,1,1,0,32,12,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.91348688598486,.918882040210863,.918882040210863
169,1,0,2,5,0,0,0,19,12,0,0,0,-.79,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.486418720687855,.486418720687855
170,1,1,2,3,0,0,0,26,30,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
171,1,1,1,3,1,0,0,50,40,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
173,1,1,2,3,0,0,0,27,108,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
174,1,1,2,2,0,0,0,25,84,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
175,1,1,1,3,0,0,0,52,268,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
176,1,0,3,3,0,0,0,61,38,0,0,0,-.79,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.922203838855408,.849786812873546,.849786812873546
177,1,1,3,3,2,0,0,47,52,0,0,1,.08,3,0,0,-.06,9,8,0,0,0,0,0,0,1,0,.64,.88041444171604,.892828673296522,.892828673296522
179,1,1,1,1,2,0,0,36,189,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
182,1,1,2,5,0,0,0,36,64,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.859135408570823,.872773947519358,.872773947519358
183,1,0,3,3,2,0,0,36,9,0,0,0,-.79,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.833541014172165,.68917972825554,.68917972825554
184,1,1,3,3,0,0,0,64,400,0,0,1,.08,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.922203838855408,.933723727243627,.933723727243627
185,1,1,1,3,2,0,0,50,52,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
189,1,1,1,5,1,0,0,26,96,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.841580861924015,.849082943767813,.849082943767813
191,1,0,1,1,0,0,0,60,52,1,1,0,-.79,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.900314153433922,.900314153433922
192,1,1,4,1,0,0,0,57,196,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
193,1,1,2,3,1,0,0,35,21,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.859135408570823,.872773947519358,.872773947519358
194,1,1,2,5,0,1,0,22,48,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
196,0,1,2,5,0,0,0,23,60,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.729288976705409,.750869111472505,.750869111472505
197,1,1,1,1,0,0,0,31,109,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
198,1,1,4,1,0,0,0,66,576,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
199,0,1,2,3,1,0,0,30,12,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.851356444395862,.851356444395862
200,0,1,2,5,0,0,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
201,1,1,1,2,1,1,0,29,9,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
202,0,1,2,5,0,0,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
203,1,1,2,1,0,0,0,35,88,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.859135408570823,.872773947519358,.872773947519358
204,1,1,1,3,0,0,0,42,174,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
206,1,1,1,2,3,0,0,43,8,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
207,1,0,1,3,0,0,0,64,33,0,0,0,-.79,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.900314153433922,.900314153433922
208,1,1,2,3,0,0,0,28,4,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.795125309967657,.814064783319128,.814064783319128
209,1,1,4,3,0,0,0,61,232,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
211,1,1,1,3,0,0,0,65,100,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
212,1,1,1,3,1,0,0,41,16,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
213,0,1,2,5,0,0,0,29,136,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.851356444395862,.851356444395862
214,1,1,1,3,0,0,1,20,6,0,0,1,.08,1,1,0,.47,1,1,1,0,0,0,0,0,0,0,-.93,.751164750611961,.751917458668046,.751917458668046
215,1,1,1,3,3,0,0,37,64,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
216,1,1,2,3,0,0,0,30,2,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.836622669524142,.851356444395862,.851356444395862
217,0,1,2,3,0,0,0,22,48,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.688023980116284,.702259393433892,.702259393433892
218,1,0,5,3,2,0,0,31,25,0,0,0,-.79,3,0,0,-.06,4,4,0,0,0,1,0,0,0,0,.03,.807852660435989,.64927543126981,.64927543126981
219,1,1,1,3,0,0,0,38,208,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.893029265793429,.89811889782933,.89811889782933
222,1,1,1,3,1,0,0,33,60,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.91348688598486,.918882040210863,.918882040210863
223,1,1,1,3,0,0,0,55,16,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
225,1,0,5,1,1,0,0,46,235,0,0,0,-.79,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.88041444171604,.769864684918493,.769864684918493
226,1,1,1,2,0,0,0,31,98,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.875146180519427,.880383261687306,.880383261687306
227,1,1,1,3,0,0,0,57,35,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.951837072995778,.957431462758646,.957431462758646
228,1,1,1,3,1,0,0,50,76,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.924665285666626,.930069410530946,.930069410530946
