ID,FLAGBINARY,PHONE,MSTAT,RSTAT,KIDS,CARDI,CARDH2,AGE,TAD,BUREAU,SEARCH,phone1,PhoneWoe,MSgrouped,Married1,Married2,MSwoe,AgeBinned,AgeGrouped,Age_d_1,Age_d_2,Age_d_3,Age_d_4,Age_d_5,Age_d_6,Age_d_7,Age_d_8,AgeWoe,PRE_3,PRE_4,PRE_1,PRE_2
2082,1,1,1,3,3,0,0,29,16,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
2083,1,1,2,3,0,0,0,65,388,0,0,1,.08,2,0,1,-.5,10,10,0,0,0,0,0,0,0,1,1.13,.94595376791692,.936563765982576,.941820142212676,.951335931632514
2084,1,1,1,3,0,1,0,20,6,0,0,1,.08,1,1,0,.47,1,1,1,0,0,0,0,0,0,0,-.93,.751917458668046,.754938959783941,.725918085959695,.755917905239561
2085,1,1,1,1,1,0,0,47,81,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2086,1,1,2,5,0,0,0,22,48,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2088,1,1,2,3,0,0,0,27,40,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2089,1,1,1,1,2,0,0,41,52,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2091,1,1,1,3,2,0,0,53,160,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2092,1,1,1,3,1,0,0,41,47,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2093,1,1,1,3,1,0,0,31,85,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
2094,1,1,1,3,0,0,0,54,314,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2095,1,1,2,2,0,0,0,26,6,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2098,0,1,1,3,0,0,0,32,109,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2099,1,1,2,5,0,0,0,20,24,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2100,1,1,1,3,2,0,0,37,40,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2101,1,1,3,3,2,0,0,36,15,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
2102,1,1,2,5,0,0,0,20,24,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2104,1,1,2,5,0,0,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2107,1,1,1,3,0,0,0,32,98,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2108,1,1,2,1,2,1,0,34,61,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
2109,1,1,2,3,0,0,0,28,16,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2110,0,1,2,5,0,0,0,21,40,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2112,1,1,1,3,1,1,0,50,242,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2113,1,1,1,3,0,0,0,40,5,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2115,1,1,1,1,0,0,0,44,172,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2116,0,1,2,3,0,1,0,37,184,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
2117,0,1,2,5,0,0,0,28,45,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2118,1,1,2,3,0,0,0,41,276,0,0,1,.08,2,0,1,-.5,7,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
2119,1,1,1,3,0,0,0,22,25,0,0,1,.08,1,1,0,.47,1,1,1,0,0,0,0,0,0,0,-.93,.751917458668046,.754938959783941,.725918085959695,.755917905239561
2120,1,1,3,3,2,0,0,37,26,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
2121,1,1,1,3,2,0,0,32,27,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2122,1,0,2,5,0,0,0,29,132,0,0,0,-.79,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.696959540085349,.688349090947786,.714001312555518,.689165878812166
2124,1,1,2,3,0,0,0,42,16,0,0,1,.08,2,0,1,-.5,8,8,0,0,0,0,0,0,1,0,.64,.91189304171482,.904910135077739,.907782658060989,.895631359601558
2125,1,1,1,1,1,0,0,51,316,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2127,1,1,3,3,0,0,0,34,21,0,0,1,.08,3,0,0,-.06,5,5,0,0,0,0,1,0,0,0,.47,.876474856404263,.902676047074065,.87429691403084,.893891013863357
2128,1,1,1,3,1,0,0,27,17,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
2130,1,1,1,3,0,0,0,24,4,0,0,1,.08,1,1,0,.47,2,2,0,1,0,0,0,0,0,0,-.69,.794788973523434,.79252822772002,.77502521433727,.783201777254723
2131,1,1,2,3,0,0,0,26,77,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2132,1,1,2,3,0,0,0,33,76,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
2134,1,1,2,3,0,0,0,37,17,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
2135,0,1,3,3,1,0,0,45,136,0,0,1,.08,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
2137,1,1,2,5,0,0,0,18,0,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2139,1,1,1,3,0,0,0,39,52,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2140,1,1,2,3,0,0,0,25,84,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
2141,1,1,1,3,2,0,0,38,0,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2143,1,1,2,5,0,0,0,22,48,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2144,1,1,5,3,0,0,0,46,32,0,0,1,.08,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
2145,1,2,2,3,0,0,0,25,84,0,0,0,-.79,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.547564306363855,.536709492272563,.610907758956046,.607314262766681
2146,1,1,5,2,0,0,0,38,13,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
2147,1,1,1,3,2,0,0,39,61,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2148,1,1,1,1,0,0,0,43,300,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2149,1,1,2,3,0,0,0,28,10,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2152,1,1,1,3,3,0,0,30,40,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
2154,1,1,4,1,0,0,0,63,136,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
2156,0,1,3,2,0,0,0,45,5,0,0,1,.08,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
2157,1,1,3,3,0,1,0,32,34,0,0,1,.08,3,0,0,-.06,5,5,0,0,0,0,1,0,0,0,.47,.876474856404263,.902676047074065,.87429691403084,.893891013863357
2158,1,0,2,3,0,0,0,23,24,0,0,0,-.79,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.547564306363855,.536709492272563,.610907758956046,.607314262766681
2159,1,1,1,1,0,1,0,30,52,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
2160,1,1,1,3,0,0,0,33,12,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2161,1,1,2,5,0,0,0,32,204,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
2163,1,1,1,1,1,0,0,32,129,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2164,0,1,3,3,1,0,0,32,15,0,0,1,.08,3,0,0,-.06,5,5,0,0,0,0,1,0,0,0,.47,.876474856404263,.902676047074065,.87429691403084,.893891013863357
2165,1,1,1,3,1,0,0,41,64,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2169,1,1,1,3,2,0,0,40,76,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2172,1,1,1,3,3,0,0,28,26,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
2175,1,1,1,3,1,0,0,47,100,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2176,1,1,2,3,0,0,0,23,11,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
2178,1,1,2,3,0,0,0,34,5,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
2181,1,1,1,3,2,0,0,41,13,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2182,1,1,1,3,2,0,0,28,45,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
2184,0,1,2,5,0,0,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2185,1,1,2,5,0,0,0,21,28,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2186,1,1,3,1,1,1,0,37,100,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
2188,1,1,1,1,2,1,0,38,124,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2191,1,1,3,3,0,0,0,45,136,0,0,1,.08,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
2192,1,1,2,3,0,0,0,32,23,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
2193,1,1,5,3,1,0,0,26,12,0,0,1,.08,3,0,0,-.06,3,3,0,0,1,0,0,0,0,0,-.28,.778963511417973,.825652122761254,.79157851048338,.808628913815976
2194,1,1,2,3,0,0,0,31,9,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
2196,1,1,2,3,1,0,0,45,64,0,0,1,.08,2,0,1,-.5,8,8,0,0,0,0,0,0,1,0,.64,.91189304171482,.904910135077739,.907782658060989,.895631359601558
2197,1,1,2,3,0,0,0,22,0,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2198,1,1,2,3,0,0,0,25,16,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
2200,1,1,4,1,0,0,0,64,552,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
2201,0,1,2,3,0,1,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2203,1,1,1,1,0,0,0,27,2,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
2205,1,1,1,1,0,0,0,44,52,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2206,1,1,4,1,0,0,0,67,136,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
2208,1,1,1,1,1,0,0,34,63,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2209,1,1,1,3,1,1,0,46,100,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2212,1,1,2,3,0,0,0,29,25,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
2213,1,1,1,3,2,0,0,26,0,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
2214,1,0,2,5,0,0,0,23,61,1,1,0,-.79,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.547564306363855,.536709492272563,.610907758956046,.607314262766681
2215,0,1,5,1,2,0,0,29,9,0,0,1,.08,3,0,0,-.06,4,4,0,0,0,1,0,0,0,0,.03,.821753709032074,.862114282653614,.829141192489797,.84387058183556
2217,1,0,2,3,0,1,0,31,16,0,0,0,-.79,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.696959540085349,.688349090947786,.714001312555518,.689165878812166
2218,1,1,1,1,2,0,0,40,152,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2219,1,1,1,1,0,0,0,44,237,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2220,1,1,4,1,0,0,0,60,504,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
2221,1,1,1,3,0,0,0,57,468,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
2223,1,1,1,3,0,0,0,64,460,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
2227,1,1,2,3,0,0,0,27,100,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2228,0,1,1,3,0,0,0,44,81,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2229,1,1,1,3,2,0,0,37,122,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2230,1,1,2,3,1,0,0,32,5,1,1,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
2231,0,1,1,3,2,0,0,44,136,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2233,1,1,2,3,0,0,0,26,9,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2234,1,1,2,5,0,0,0,20,24,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2235,0,1,1,3,2,0,0,30,147,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
2236,1,1,1,3,2,0,0,28,81,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
2237,1,0,2,3,0,0,0,27,0,0,0,0,-.79,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.637429089320959,.62587734598907,.6764386305491,.653924210792582
2238,1,1,2,3,0,0,0,29,35,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
2240,1,1,1,1,1,0,0,28,120,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
2242,1,0,1,3,0,0,1,66,460,0,0,0,-.79,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.900314153433922,.886708532607404,.83303415845404,.852985500618845
2243,1,1,2,3,0,0,0,40,160,0,0,1,.08,2,0,1,-.5,7,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
2245,1,1,3,3,2,0,0,29,28,0,0,1,.08,3,0,0,-.06,4,4,0,0,0,1,0,0,0,0,.03,.821753709032074,.862114282653614,.829141192489797,.84387058183556
2246,0,1,2,2,2,0,0,39,76,1,1,1,.08,2,0,1,-.5,7,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
2248,1,1,1,3,3,0,0,39,100,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2251,1,1,1,3,1,0,0,21,10,0,0,1,.08,1,1,0,.47,1,1,1,0,0,0,0,0,0,0,-.93,.751917458668046,.754938959783941,.725918085959695,.755917905239561
2252,0,1,1,3,1,1,0,36,0,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2253,1,0,1,3,0,0,0,37,64,0,0,0,-.79,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.779727198512969,.777458257703807,.762011255086446,.750670980561988
2255,1,0,1,3,2,0,0,32,0,0,0,0,-.79,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.819776604545473,.812451466351078,.786822769907854,.77795485257715
2256,1,1,2,3,0,0,0,21,36,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2257,1,1,1,3,2,0,0,45,52,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2258,1,1,2,3,0,0,0,22,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2259,1,1,2,3,0,0,0,20,35,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2261,1,1,5,3,0,1,0,49,40,0,0,1,.08,3,0,0,-.06,9,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
2262,1,1,1,5,0,0,0,32,2,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2263,1,1,2,3,0,0,0,39,6,0,0,1,.08,2,0,1,-.5,7,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
2265,0,1,2,3,2,0,0,29,9,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
2266,1,1,2,3,0,0,0,60,110,0,0,1,.08,2,0,1,-.5,10,10,0,0,0,0,0,0,0,1,1.13,.94595376791692,.936563765982576,.941820142212676,.951335931632514
2267,1,1,1,3,2,0,0,40,2,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2268,1,1,1,2,0,1,0,63,281,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
2269,1,1,2,1,0,0,0,44,3,0,0,1,.08,2,0,1,-.5,8,8,0,0,0,0,0,0,1,0,.64,.91189304171482,.904910135077739,.907782658060989,.895631359601558
2270,1,1,1,3,3,0,0,39,93,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2271,1,1,3,3,2,0,0,39,16,0,0,1,.08,3,0,0,-.06,7,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
2272,0,1,2,3,0,0,0,33,76,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
2273,0,1,1,3,0,0,0,35,19,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2275,1,1,1,3,2,0,0,32,4,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2276,1,1,1,3,2,0,0,66,40,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
2279,1,1,1,3,2,0,0,33,112,1,1,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2281,1,1,3,2,0,0,0,69,35,0,0,1,.08,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.933723727243627,.943686119247139,.920508302577026,.968921661905052
2282,1,1,1,1,0,1,0,38,89,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2284,1,1,3,5,1,0,0,34,136,0,0,1,.08,3,0,0,-.06,5,5,0,0,0,0,1,0,0,0,.47,.876474856404263,.902676047074065,.87429691403084,.893891013863357
2285,0,0,2,3,1,0,0,30,28,0,0,0,-.79,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.696959540085349,.688349090947786,.714001312555518,.689165878812166
2287,1,1,1,3,0,1,0,50,268,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2288,1,1,1,3,0,0,0,32,52,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
2289,1,1,2,3,0,0,0,22,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
2290,1,1,1,1,2,0,0,42,52,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
2292,1,1,2,3,0,0,0,28,100,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
2293,1,1,1,1,0,0,0,41,100,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
2294,1,2,2,3,0,0,0,47,64,0,0,0,-.79,2,0,1,-.5,9,8,0,0,0,0,0,0,1,0,.64,.806051117066691,.79234736096414,.771330938491059,.758512386850703
2297,1,1,3,3,0,0,0,37,3,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
2298,1,1,1,2,0,0,0,53,29,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
