ID,FLAGBINARY,PHONE,MSTAT,RSTAT,KIDS,CARDI,CARDH2,AGE,TAD,BUREAU,SEARCH,phone1,PhoneWoe,MSgrouped,Married1,Married2,MSwoe,AgeBinned,AgeGrouped,Age_d_1,Age_d_2,Age_d_3,Age_d_4,Age_d_5,Age_d_6,Age_d_7,Age_d_8,AgeWoe,PRE_3,PRE_4,PRE_1,PRE_2
1,0,1,2,3,0,0,0,65,101,0,0,1,.08,2,0,1,-.5,10,10,0,0,0,0,0,0,0,1,1.13,.94595376791692,.936563765982576,.941820142212676,.951335931632514
2,1,1,2,3,0,0,0,22,26,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
3,0,0,1,2,3,0,0,41,19,0,0,0,-.79,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.779727198512969,.777458257703807,.762011255086446,.750670980561988
5,0,0,4,1,6,0,0,40,237,0,0,0,-.79,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.779727198512969,.777458257703807,.762011255086446,.750670980561988
6,1,1,1,3,0,0,0,70,5,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
7,0,1,1,3,3,0,0,35,196,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
9,1,1,4,3,0,0,0,63,50,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
10,0,1,3,1,0,0,0,47,54,1,1,1,.08,3,0,0,-.06,9,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
13,1,1,3,3,3,0,0,35,153,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
14,0,1,1,3,2,0,0,33,49,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
16,1,1,4,3,2,0,0,31,40,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
17,1,1,1,3,1,0,1,46,256,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
20,1,1,2,3,0,1,0,26,1,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
21,1,1,1,1,0,0,0,66,184,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
23,1,1,2,3,0,0,0,35,204,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
25,1,0,1,3,2,0,0,26,96,0,0,0,-.79,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.693175612923893,.688651151062307,.704104366360394,.692692752529769
26,1,1,3,3,2,0,0,38,185,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
28,0,1,2,5,0,0,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
29,0,1,1,3,2,0,0,41,10,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
30,1,1,1,3,5,1,0,36,75,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
31,1,1,3,2,1,0,0,26,2,0,0,1,.08,3,0,0,-.06,3,3,0,0,1,0,0,0,0,0,-.28,.778963511417973,.825652122761254,.79157851048338,.808628913815976
32,1,1,1,3,2,0,0,31,52,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
33,1,1,2,3,0,0,0,27,6,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
34,1,1,1,2,2,0,0,49,0,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
37,1,1,4,3,0,0,0,69,15,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
38,1,1,5,1,0,0,0,44,28,0,0,1,.08,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
39,1,1,4,1,0,0,0,69,292,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
40,1,1,1,3,1,0,0,37,4,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
41,1,1,1,3,0,0,0,45,244,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
42,1,1,2,5,0,0,0,21,36,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
44,1,1,1,3,0,0,0,25,3,0,0,1,.08,1,1,0,.47,2,2,0,1,0,0,0,0,0,0,-.69,.794788973523434,.79252822772002,.77502521433727,.783201777254723
45,1,1,1,3,0,1,0,49,16,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
47,1,1,2,3,0,0,0,34,0,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
48,1,1,2,3,0,0,0,27,45,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
49,0,1,1,3,0,0,0,52,352,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
50,1,1,1,2,0,1,0,25,64,0,0,1,.08,1,1,0,.47,2,2,0,1,0,0,0,0,0,0,-.69,.794788973523434,.79252822772002,.77502521433727,.783201777254723
52,1,1,2,3,0,0,0,50,12,0,0,1,.08,2,0,1,-.5,9,8,0,0,0,0,0,0,1,0,.64,.91189304171482,.904910135077739,.907782658060989,.895631359601558
53,1,1,1,1,0,0,0,61,364,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
54,1,1,1,3,1,0,0,24,42,0,0,1,.08,1,1,0,.47,2,2,0,1,0,0,0,0,0,0,-.69,.794788973523434,.79252822772002,.77502521433727,.783201777254723
55,0,1,2,5,1,0,0,24,72,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
56,0,1,2,5,0,0,0,24,72,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
57,1,1,1,3,0,0,0,32,115,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
58,1,0,1,3,1,0,0,36,28,0,0,0,-.79,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.779727198512969,.777458257703807,.762011255086446,.750670980561988
59,1,0,1,3,0,0,0,47,268,0,0,0,-.79,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.842286135947117,.834572050121952,.798996674302353,.797280928587889
61,1,1,2,3,0,1,0,29,46,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
62,1,1,3,3,0,0,0,50,220,0,0,1,.08,3,0,0,-.06,9,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
65,1,1,2,5,0,0,0,27,108,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
66,1,1,1,1,0,0,0,68,292,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
67,1,1,2,3,0,0,0,26,65,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
68,1,1,1,3,0,0,0,52,12,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
69,0,1,2,3,0,0,0,28,40,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
70,0,1,1,1,2,0,0,35,136,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
71,1,1,1,3,0,1,1,64,112,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
72,1,1,1,3,2,0,0,30,144,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
73,1,1,3,3,0,0,0,59,214,0,0,1,.08,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.933723727243627,.943686119247139,.920508302577026,.968921661905052
75,1,1,1,1,1,0,0,31,52,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
76,1,1,1,3,1,0,0,49,176,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
77,1,1,1,3,0,0,0,67,293,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
78,0,1,2,2,0,0,0,20,16,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
79,1,1,2,3,0,0,0,34,23,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
80,1,1,3,3,0,0,0,35,25,0,0,1,.08,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
81,1,1,1,1,1,0,0,29,38,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
83,1,1,1,3,1,0,0,48,11,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
84,1,1,1,1,0,1,0,41,244,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
85,1,1,1,3,1,1,0,49,18,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
86,1,1,1,3,1,0,0,47,7,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
87,1,1,2,3,0,0,0,24,12,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
89,1,1,1,3,0,0,0,32,27,1,1,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
92,1,1,1,3,0,0,0,29,40,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
93,0,1,2,3,0,0,0,40,26,0,0,1,.08,2,0,1,-.5,7,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
94,1,1,2,3,0,0,0,36,25,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
95,1,1,1,1,2,0,0,43,64,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
96,1,1,2,2,0,0,0,35,21,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
97,0,1,2,3,1,0,0,30,1,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
101,1,1,2,5,0,0,0,29,132,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
102,1,1,2,3,0,1,0,21,36,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
103,1,1,1,1,0,0,0,31,88,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
104,1,1,3,3,0,0,0,41,129,0,0,1,.08,3,0,0,-.06,7,6,0,0,0,0,0,1,0,0,.23,.846668360254363,.882073657042593,.849485399209432,.866607141848195
105,1,1,1,1,0,0,0,51,396,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
106,0,1,1,3,3,0,0,30,2,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
109,0,1,2,5,0,0,0,26,96,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
114,1,1,1,2,0,0,0,50,4,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
115,1,1,2,5,0,0,0,27,108,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
117,1,0,2,3,0,0,0,31,64,0,0,0,-.79,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.696959540085349,.688349090947786,.714001312555518,.689165878812166
118,1,1,1,1,1,0,0,42,101,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
119,1,1,2,3,0,1,0,23,2,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
120,1,1,1,3,3,0,0,38,1,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
123,1,1,1,3,2,0,0,27,40,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
125,1,1,1,1,1,0,0,37,228,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
126,1,1,1,3,2,0,0,46,40,1,1,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
127,1,1,1,3,0,0,0,46,33,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
128,1,1,1,3,2,0,0,26,15,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
129,1,1,1,3,2,0,0,29,34,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
131,0,1,2,3,0,0,0,32,28,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
132,1,1,2,2,0,0,0,29,132,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
133,1,1,1,2,2,0,0,37,4,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
134,1,1,1,3,2,0,0,38,28,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
135,1,1,1,2,1,0,0,45,17,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
137,1,1,2,3,1,0,0,33,27,0,0,1,.08,2,0,1,-.5,5,5,0,0,0,0,1,0,0,0,.47,.89811638334343,.890966188090953,.89560875366649,.876305283590819
138,1,1,1,2,0,1,1,57,149,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
139,0,1,2,3,0,0,0,22,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
142,1,1,2,3,0,0,0,28,120,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
143,0,1,2,3,2,0,0,26,40,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
145,1,1,2,3,0,0,0,29,4,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
147,1,1,1,1,2,0,0,34,89,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
149,1,2,2,3,0,0,0,21,5,0,0,0,-.79,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.486418720687855,.483006399273922,.561800630578472,.580030390751519
150,1,1,1,3,0,0,0,45,285,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
151,1,1,1,2,1,0,0,43,76,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
152,1,1,2,5,0,0,0,23,60,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
153,0,1,2,5,0,0,0,23,60,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
154,1,1,3,3,1,0,0,43,38,0,0,1,.08,3,0,0,-.06,8,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
156,1,1,1,3,0,0,0,49,112,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
157,1,1,1,3,2,0,0,29,20,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
158,1,1,1,3,0,0,0,28,9,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
159,0,1,1,3,3,1,0,40,3,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
160,1,1,1,2,1,0,0,30,28,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
161,0,1,2,3,0,0,0,21,4,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
166,1,1,2,3,0,0,0,25,9,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
167,0,1,3,3,0,0,0,70,4,0,0,1,.08,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.933723727243627,.943686119247139,.920508302577026,.968921661905052
168,1,1,1,2,1,1,0,32,12,0,0,1,.08,1,1,0,.47,5,5,0,0,0,0,1,0,0,0,.47,.918882040210863,.915281569320099,.923274489477784,.915073825328005
169,1,0,2,5,0,0,0,19,12,0,0,0,-.79,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.486418720687855,.483006399273922,.561800630578472,.580030390751519
170,1,1,2,3,0,0,0,26,30,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
171,1,1,1,3,1,0,0,50,40,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
173,1,1,2,3,0,0,0,27,108,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
174,1,1,2,2,0,0,0,25,84,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
175,1,1,1,3,0,0,0,52,268,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
176,1,0,3,3,0,0,0,61,38,0,0,0,-.79,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.849786812873546,.870453281187128,.784056583007096,.831802689154196
177,1,1,3,3,2,0,0,47,52,0,0,1,.08,3,0,0,-.06,9,8,0,0,0,0,0,0,1,0,.64,.892828673296522,.915264884213144,.886470818425339,.913217089874097
179,1,1,1,1,2,0,0,36,189,0,0,1,.08,1,1,0,.47,6,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
182,1,1,2,5,0,0,0,36,64,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
183,1,0,3,3,2,0,0,36,9,0,0,0,-.79,3,0,0,-.06,6,6,0,0,0,0,0,1,0,0,.23,.68917972825554,.74994806117188,.713033679639502,.729488169097339
184,1,1,3,3,0,0,0,64,400,0,0,1,.08,3,0,0,-.06,10,10,0,0,0,0,0,0,0,1,1.13,.933723727243627,.943686119247139,.920508302577026,.968921661905052
185,1,1,1,3,2,0,0,50,52,0,0,1,.08,1,1,0,.47,9,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
189,1,1,1,5,1,0,0,26,96,0,0,1,.08,1,1,0,.47,3,3,0,0,1,0,0,0,0,0,-.28,.849082943767813,.846537841562328,.840556085930324,.829811725280624
191,1,0,1,1,0,0,0,60,52,1,1,0,-.79,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.900314153433922,.886708532607404,.83303415845404,.852985500618845
192,1,1,4,1,0,0,0,57,196,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
193,1,1,2,3,1,0,0,35,21,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
194,1,1,2,5,0,1,0,22,48,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
196,0,1,2,5,0,0,0,23,60,0,0,1,.08,2,0,1,-.5,2,2,0,1,0,0,0,0,0,0,-.69,.750869111472505,.742878297166062,.747359478525976,.744433235517536
197,1,1,1,1,0,0,0,31,109,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
198,1,1,4,1,0,0,0,66,576,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
199,0,1,2,3,1,0,0,30,12,0,0,1,.08,2,0,1,-.5,4,4,0,0,0,1,0,0,0,0,.03,.851356444395862,.84635478254365,.850453032125447,.826284851563022
200,0,1,2,5,0,0,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
201,1,1,1,2,1,1,0,29,9,0,0,1,.08,1,1,0,.47,4,4,0,0,0,1,0,0,0,0,.03,.880383261687306,.879270767198973,.878118767936741,.865053393300208
202,0,1,2,5,0,0,0,19,12,0,0,1,.08,2,0,1,-.5,1,1,1,0,0,0,0,0,0,0,-.93,.702259393433892,.699702049693243,.698252350148401,.717149363502374
203,1,1,2,1,0,0,0,35,88,0,0,1,.08,2,0,1,-.5,6,6,0,0,0,0,0,1,0,0,.23,.872773947519358,.868246760779003,.870797238845082,.849021411575657
204,1,1,1,3,0,0,0,42,174,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
206,1,1,1,2,3,0,0,43,8,0,0,1,.08,1,1,0,.47,8,8,0,0,0,0,0,0,1,0,.64,.930069410530946,.926372878426986,.935448393872283,.934399901338745
207,1,0,1,3,0,0,0,64,33,0,0,0,-.79,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.900314153433922,.886708532607404,.83303415845404,.852985500618845
208,1,1,2,3,0,0,0,28,4,0,0,1,.08,2,0,1,-.5,3,3,0,0,1,0,0,0,0,0,-.28,.814064783319128,.806659812892054,.81289035011903,.791043183543438
209,1,1,4,3,0,0,0,61,232,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
211,1,1,1,3,0,0,0,65,100,0,0,1,.08,1,1,0,.47,10,10,0,0,0,0,0,0,0,1,1.13,.957431462758646,.951266729181168,.96948587802397,.9901044733697
212,1,1,1,3,1,0,0,41,16,0,0,1,.08,1,1,0,.47,7,6,0,0,0,0,0,1,0,0,.23,.89811889782933,.897043271306482,.898462974656376,.887789953312843
